id,created_at,user_id,screen_name,text
N/A,"""2018-09-14T17:15:04.000Z""","""Thomas Wang""",N/A,"""I think coral can have 7/10"""
N/A,"""2018-09-14T17:08:02.000Z""","""fellomen""",N/A,"""Thick"""
N/A,"""2018-09-14T17:04:14.000Z""","""HockeyGuy69""",N/A,"""Apple be milking their consumers sooo hard. I\u2019m still on the iPhone 6 lmao, how y\u2019all afford to get 6 different iPhones every year"""
N/A,"""2018-09-14T17:00:40.000Z""","""BBarnes""",N/A,"""the yellow is like a big cube of butter! :D"""
N/A,"""2018-09-14T16:58:25.000Z""","""LoneWolf""",N/A,"""Extra kidney\u2019s , anyone . \ud83e\udd26\ud83c\udffb\u200d\u2642\ufe0f"""
id,created_at,user_id,screen_name,text
N/A,"""2018-09-14T16:52:58.000Z""","""BEST COAST BEATS""",N/A,"""Did he just say it can only display up to 720p ????"""
N/A,"""2018-09-14T16:52:02.000Z""","""matlob gulzar""",N/A,"""for y'all saying iPhone don't bring out new shit. \nXS is priced the same as note9. While with a better design, better camera, better chip. The only thing lacking is the resolution but I'd take that trade off anyday. plus, the xs and xs max has oled which wasn't available last year. Yes iPhone do add features later than other companies but they make sure its going to be the best in the business. Plus iPhone don't lag so..."""
N/A,"""2018-09-14T16:51:35.000Z""","""flashatizer""",N/A,"""R comes before S. RSTUVXYZ."""
N/A,"""2018-09-14T16:49:43.000Z""","""NBW5 Support""",N/A,"""Iphone x regular. Iphone x special. Har har"""
N/A,"""2018-09-14T16:48:42.000Z""","""Haomaru Harimaru""",N/A,"""So...why ?"""
N/A,"""2018-09-14T16:48:21.000Z""","""Grant Farrell""",N/A,"""Roe \u201cwhat in the fuck is this new iPhone XR piece of shit\u201d Rogan"""
N/A,"""2018-09-14T16:44:17.000Z""","""dexieme compte""",N/A,"""how much is it pleas can you give me the price of this new phone and thank you"""
N/A,"""2018-09-14T16:39:31.000Z""","""Annas Atmawijaya""",N/A,"""Maybe \""R\"" stands for \""Rainbow\"" \ud83e\udd14"""
N/A,"""2018-09-14T16:38:32.000Z""","""Daryl Martin""",N/A,"""No more 3D touch? 720p screen? LCD? Hard pass. Gonna keep my 6s for awhile longer. kthx"""
N/A,"""2018-09-14T16:35:39.000Z""","""Jithu""",N/A,"""Next flop like 5C. \ud83d\udc4e\ud83c\udffb"""
N/A,"""2018-09-14T16:35:14.000Z""","""Golden Life Gaming""",N/A,"""5c reborn"""
N/A,"""2018-09-14T16:34:23.000Z""","""Aijaz M""",N/A,"""not that ugly notch again"""
N/A,"""2018-09-14T16:33:35.000Z""","""Sad Kazoo""",N/A,"""Such a shit phone and still so fucking expensive? When will Apple sheeps wake up?"""
N/A,"""2018-09-14T16:30:51.000Z""","""KWITZ Channel""",N/A,"""IPhone X, IPhone Xreboot, IPhone, Xsupreme"""
N/A,"""2018-09-14T16:29:55.000Z""","""Warrdogg""",N/A,"""Ugly bezels."""
N/A,"""2018-09-14T16:29:30.000Z""","""Aditya T.S.""",N/A,"""Awesome Video Marques."""
N/A,"""2018-09-14T16:27:48.000Z""","""Sanket More""",N/A,"""What a pathetic phone. Steve J is probably rolling in his grave."""
N/A,"""2018-09-14T16:26:09.000Z""","""Freak""",N/A,"""Even my s7 edge got a better display that that shit rip apple"""
N/A,"""2018-09-14T16:24:55.000Z""","""TwoFoldz""",N/A,"""Thats one of the ugliest phone ive ever seen. Wtf is that thick black border of the display, its so ugly from a design perspective."""
N/A,"""2018-09-14T16:21:52.000Z""","""Lin da""",N/A,"""why apple did not  tell the iphone X price?"""
N/A,"""2018-09-14T16:18:05.000Z""","""Vivian Stephanie""",N/A,"""I think this is a wake up call for fan boys."""
N/A,"""2018-09-14T16:16:15.000Z""","""Mobilez World""",N/A,"""Hey! Love your content... Just wanted to clarify iPhone XR has 3GB Ram, The XS and XS Max have 4GB Ram... :)"""
N/A,"""2018-09-14T16:15:22.000Z""","""Trevor Meyer""",N/A,"""I love that the \""budget\"" iPhone is the same price as a Pixel 2..."""
N/A,"""2018-09-14T16:14:43.000Z""","""Ramzy Labidi""",N/A,"""We're reviewing colors now hmmm! \nThats an upgrade ....\ud83e\udd28\nWhy don't you see if it has a touch screen or noy"""
N/A,"""2018-09-14T16:13:54.000Z""","""stardust""",N/A,"""Wish the headphone jack was still there."""
N/A,"""2018-09-14T16:12:13.000Z""","""Aaron Sims""",N/A,"""Can't even watch 1080. What is this? 2005? And it's still going to cost that much. Smh"""
N/A,"""2018-09-14T16:11:49.000Z""","""Isaac W""",N/A,"""Why not call it the Xc, then the X would\u2019ve paralleled the 5/5c/5s perfectly"""
N/A,"""2018-09-14T16:10:10.000Z""","""FlexForward""",N/A,"""apple is so lost damn... dumbest phone/price i've ever seen"""
N/A,"""2018-09-14T16:09:44.000Z""","""Abdellah Adim""",N/A,"""So this like the iPhone 5c quality shitty"""
N/A,"""2018-09-14T16:06:31.000Z""","""The Asian Beast""",N/A,"""offffff"""
N/A,"""2018-09-14T16:06:24.000Z""","""orb""",N/A,"""2019 and u cant watch 1080p video with this shit...."""
N/A,"""2018-09-14T16:06:02.000Z""","""Champagne Papi""",N/A,"""Every tech company strives for the future. WTF is apple doing why are they going back to the past. SMH \ud83e\udd26\u200d\u2642\ufe0f"""
N/A,"""2018-09-14T16:04:59.000Z""","""ECH""",N/A,"""Pause on 4:29 and the wordt IPhone behind the phone is red, goes so well with the blacc black"""
N/A,"""2018-09-14T16:03:46.000Z""","""abhay""",N/A,"""Get ready other Chinese companis are going to copy Apple and launch their flagship phones in 720p just like they did with the notch.\n720p display is the new thing somehow."""
N/A,"""2018-09-14T16:03:11.000Z""","""iulian calin""",N/A,"""did you just do black and yellow ?"""
N/A,"""2018-09-14T16:03:08.000Z""","""boi""",N/A,"""Review summary: NEW COLORS"""
N/A,"""2018-09-14T16:02:54.000Z""","""Elix Satute""",N/A,"""Iphone melhor telemovel do Universo... adorei as cores, tudo maravilhoso."""
N/A,"""2018-09-14T16:02:33.000Z""","""krishna kc""",N/A,"""Whenever samsung release phone these youtuber talk about its spec and try to find the fault to point out  and when apple release phone these idiots talk about phone colour"""
N/A,"""2018-09-14T16:02:06.000Z""","""Corny Crash""",N/A,"""720p display??? Cmon man"""
N/A,"""2018-09-14T15:59:51.000Z""","""Marco Paz""",N/A,"""these damn phones suck lmao"""
N/A,"""2018-09-14T15:58:16.000Z""","""UltimateDebate Reviews""",N/A,"""Wish they had done the r colors with the Xs. Would like that orange with the max..."""
N/A,"""2018-09-14T15:57:30.000Z""","""Kit Rocks""",N/A,"""Yeah the sales of the xr would have killed the xs so that\u2019s why it\u2019s coming  month later"""
N/A,"""2018-09-14T15:57:24.000Z""","""john kir""",N/A,"""Skittles phones"""
N/A,"""2018-09-14T15:56:37.000Z""","""Marco Paz""",N/A,"""720p really lol wow.... how are people okay with this? the audience clapped during the price announcement. the price should start at 599. that would make a lot of sense!"""
N/A,"""2018-09-14T15:53:56.000Z""","""dino dodo""",N/A,"""its like iphone 5C"""
N/A,"""2018-09-14T15:52:44.000Z""","""PINGPONGROCKSBRAH""",N/A,"""\""This one has like... a taxi vibe?\"" LOL"""
N/A,"""2018-09-14T15:51:25.000Z""","""M1DG3T""",N/A,"""Nice intro song -Homebound"""
N/A,"""2018-09-14T15:49:58.000Z""","""Reny Jose""",N/A,"""The R precedes S is in the chronological order ...so hence iPhone Xr right guys?"""
N/A,"""2018-09-14T15:48:25.000Z""","""Little Hair""",N/A,"""Omg these comments are FILLED with Apple and IPhone haters if you don\u2019t like the phones or the Company are you really just here to write a hate comment \ud83d\ude02 if anyone does that you have a pretty sad life."""
N/A,"""2018-09-14T15:46:45.000Z""","""Raju Jha""",N/A,"""Always biased on red and black. MKBHD!"""
N/A,"""2018-09-14T15:40:27.000Z""","""kishan""",N/A,"""still no headphone jack. disappointing"""
N/A,"""2018-09-14T15:37:21.000Z""","""troyerke""",N/A,"""Meanwhile at Apple HQ: \u2018make it coral..\u2019"""
N/A,"""2018-09-14T15:37:07.000Z""","""TempeGaming""",N/A,"""A flagship 720p in 2018? Well sounds.... Bad\n\nBut you know the fact that they are using LCD screen with bezel THAT SLIM is impressive"""
N/A,"""2018-09-14T15:34:01.000Z""","""Gabriel Resendiz""",N/A,"""iPhone XR \n\u201cR\u201d meaning Retarded"""
N/A,"""2018-09-14T15:29:52.000Z""","""Akeil Official""",N/A,"""I\u2019m definitely going for the IPhone XR, It almost have the same features as the XS \ud83c\uddef\ud83c\uddf2"""
N/A,"""2018-09-14T15:29:43.000Z""","""Daniel Heng""",N/A,"""lol 720p i will stick to 6s better \uff0cstill got 3d touch"""
N/A,"""2018-09-14T15:27:44.000Z""","""PrankSquad""",N/A,"""Wel that Will be another year waiting even If i can buy it but nah Miss me with that grediee chiefff"""
N/A,"""2018-09-14T15:26:48.000Z""","""Paul""",N/A,"""It\u2019s same old... same old.... rip off! Lambs to the slaughter \ud83d\udc11 \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02"""
N/A,"""2018-09-14T15:26:13.000Z""","""Hey You""",N/A,"""XR \ud83d\ude02\ud83d\udc4e"""
N/A,"""2018-09-14T15:24:36.000Z""","""M0993 L""",N/A,"""700$+ for a 720p+ LCD display.\nGood job apple \ud83d\ude02"""
N/A,"""2018-09-14T15:23:28.000Z""","""Coach 8766""",N/A,"""You take a Gowilla hand\ud83e\udd8d\ud83d\udd90\ud83c\udfff put him putin him in dark woom  den you take a afro a full african man from afwika you take 3BZ\u2019s hand put him in the woom then you take take a gowilla hand  then you put their hands in a box a cardboard board box then you open the boxes fwom the top  and then you tuwn on the light and then you have to guess which hand belongs to the gowilla and which hand belongs to 3BZ \n\nAnd you know what? There\u2019s no difference, it\u2019- it\u2019s.. it\u2019s the same! You cannot see which hand is which hand that\u2019s all.. hoo oh my god.."""
N/A,"""2018-09-14T15:19:40.000Z""","""Cookie""",N/A,"""R stands ' Reaching everyone\"""""
N/A,"""2018-09-14T15:18:37.000Z""","""21st Century FOX""",N/A,"""The iPhone X r has only 720p resolution but still worth 750$   ???"""
N/A,"""2018-09-14T15:18:20.000Z""","""Moura Zielinski""",N/A,"""Waiting for the pixel 3"""
N/A,"""2018-09-14T15:12:08.000Z""","""\u041d\u0438\u043a\u043e\u043b\u0430 \u0411\u043e\u0437\u043e\u0432""",N/A,"""Color 8/10"""
N/A,"""2018-09-14T15:11:43.000Z""","""Arastu Tomar""",N/A,"""so people gonna sell their kidneys for colors now....what a world to live in"""
N/A,"""2018-09-14T15:11:27.000Z""","""Ben Greenberg""",N/A,"""Marques I love you and I love your content and your analysis, but I feel like you're going way too easy on Apple for this screen. Yes, it's got some very nice bezels for an LCD but that resolution... I say this as an iPhone 7+ owner, not some incorrigible Apple hater. Sub-1080p on a display that large, in a device that STARTS at $750 should be bashed, at least for the display. It's simply unacceptable. Especially at this price point. It's the same price as the 6+ over three years ago! And that did launch with a full HD screen, which was lagging in resolution then, let alone now, in 2018"""
N/A,"""2018-09-14T15:10:24.000Z""","""Autos&Vehicles""",N/A,"""Which song is in the starting?"""
N/A,"""2018-09-14T15:10:22.000Z""","""Eyco :D""",N/A,"""I am kinda forced to boycott apple's products and especially their phones simply due to their price and their lack of audio jack"""
N/A,"""2018-09-14T15:09:51.000Z""","""E-Leazy""",N/A,"""Why are u recording a video in the public??"""
N/A,"""2018-09-14T15:06:07.000Z""","""Loaded Taco""",N/A,"""those bezels tho...."""
N/A,"""2018-09-14T15:06:01.000Z""","""black coffee""",N/A,"""That thick bezels flat out kill me."""
N/A,"""2018-09-14T15:04:17.000Z""","""Loaded Taco""",N/A,"""iPhone Xretarded"""
N/A,"""2018-09-14T15:04:15.000Z""","""Raiderx""",N/A,"""R = Refurbished"""
N/A,"""2018-09-14T15:03:49.000Z""","""ThisIsTori""",N/A,"""Thanks for rating the colors. I wouldn\u2019t have known what color is the best."""
N/A,"""2018-09-14T15:01:46.000Z""","""the loker""",N/A,"""if steve jobs still alive and saw this he would be ashamed of apple"""
N/A,"""2018-09-14T15:01:14.000Z""","""KING RECORDS""",N/A,"""See my channel for 2pac and eminem remix"""
N/A,"""2018-09-14T15:01:13.000Z""","""Van Hook""",N/A,"""Nice.. Iphone 5c reborn...."""
N/A,"""2018-09-14T14:59:22.000Z""","""Kamesh K""",N/A,"""Planning to switch from Android to IOS. Which one do you suggest...? 8 Plus or XR...?"""
N/A,"""2018-09-14T14:59:17.000Z""","""Has Jah""",N/A,"""R stands for Rubbish"""
N/A,"""2018-09-14T14:58:22.000Z""","""VIRAL TUBE . the tech video's.""",N/A,"""Hi bro.   I think it was so costly.  Apple make fool to us\ud83d\ude19\ud83d\ude19\ud83d\ude19"""
N/A,"""2018-09-14T14:57:53.000Z""","""3G Bloke""",N/A,"""fact that these big youtubers dont even mention the fucking ludicrous prices is so sad\nsold out mother fuckers"""
N/A,"""2018-09-14T14:57:08.000Z""","""Shane & Ali""",N/A,"""I hope whoever is seeing this remembers to always keep following your dreams. Anything is possible if you set your mind to it! DREAM BIG! \ud83d\udcab Our dream is to hit 200k one day, we\u2019d appreciate any support! \u2665\ufe0f"""
N/A,"""2018-09-14T14:56:39.000Z""","""Sarath Chandra""",N/A,"""Still the notch? So lame being one of the best in the market, they should have done better. In fact they should do it better."""
N/A,"""2018-09-14T14:50:22.000Z""","""OGM TV""",N/A,"""you saw the guys from the channel wonder technique"""
N/A,"""2018-09-14T14:44:42.000Z""","""Liooo Manipur""",N/A,"""great video..keep it up\ud83d\ude0d\ud83d\udc4d"""
N/A,"""2018-09-14T14:43:48.000Z""","""Kingslayer""",N/A,"""The SAME"""
N/A,"""2018-09-14T14:43:14.000Z""","""DieMouseundLego""",N/A,"""sadly there is no green color :-(  I love the green of the 5c. why here is no green option?????"""
N/A,"""2018-09-14T14:43:07.000Z""","""Teck's Multimedia""",N/A,"""This is irritating. I've loved Apple for years, using their products daily but this is so irritating I almost puked watching this video and other videos they released for these phones. Apple has lost the innovation crown. Shameful \ud83d\ude11"""
N/A,"""2018-09-14T14:42:37.000Z""","""Vimala Khatker""",N/A,"""Thicc"""
N/A,"""2018-09-14T14:42:34.000Z""","""Sharky""",N/A,"""Fail of the year. Everybody will get an X version istead of this crap."""
N/A,"""2018-09-14T14:39:35.000Z""","""KobyTheHedgehog""",N/A,"""Incoming Android elitists"""
N/A,"""2018-09-14T14:37:08.000Z""","""iPhone 8""",N/A,"""The two things that prevent me from buying this phone is the lack of 3D Touch and the weird name, but I really like the phone except for that"""
N/A,"""2018-09-14T14:36:17.000Z""","""Leonardo Torres""",N/A,"""\ud83e\udd26\ud83c\udffb\u200d\u2642\ufe0f\ud83e\udd26\ud83c\udffb\u200d\u2642\ufe0f\ud83e\udd26\ud83c\udffb\u200d\u2642\ufe0f I just bought a red iPhone 8 like last month"""
N/A,"""2018-09-14T14:36:06.000Z""","""Best collection of Uppum Mulakum""",N/A,"""Only apple can give a 720p display for 750$....people should stay away from apple for some timr"""
N/A,"""2018-09-14T14:35:34.000Z""","""Trend Setter""",N/A,"""Is it dual sim?"""
N/A,"""2018-09-14T14:34:34.000Z""","""Best collection of Uppum Mulakum""",N/A,"""Waste of money....\ud83d\ude02"""
N/A,"""2018-09-14T14:31:58.000Z""","""laaiioonnaa""",N/A,"""The R means \""rat\""... I don't know in EEUU, but in Spain a rat person is a stingy person. But finally the iPhone XR is not as cheap as we thought, so my theory about the \""R\"" is not true :("""
N/A,"""2018-09-14T14:31:30.000Z""","""FLOXshui Lee""",N/A,"""better than 720p, wow good job tim"""
N/A,"""2018-09-14T14:31:03.000Z""","""First Name""",N/A,"""WTF it's 2018 and everyone is doing 1080p or 2k+ screens and apple is here charging $800 for a 720p lcd display with thick ass bezels. Anyone who buy is clearly an isheep"""
id,created_at,user_id,screen_name,text
N/A,"""2018-09-14T14:28:45.000Z""","""silver""",N/A,"""so many apple trending videos REEEEEEE"""
N/A,"""2018-09-14T14:27:01.000Z""","""SalvationsHERE""",N/A,"""I'll stick to my Samsung. Another worthless product by Crapple"""
N/A,"""2018-09-14T14:23:35.000Z""","""KARZON CHENG""",N/A,"""it's 1 less ram , only have 3 gb of ram"""
N/A,"""2018-09-14T14:22:47.000Z""","""TheHighStatusMillionaire""",N/A,"""A 300$samsung has 1080p,wtf"""
N/A,"""2018-09-14T14:22:37.000Z""","""GOTCHA""",N/A,"""Same shit"""
N/A,"""2018-09-14T14:21:48.000Z""","""TheHighStatusMillionaire""",N/A,"""This is bullshit apple is sucking badly, what the hell, check out the note 9"""
N/A,"""2018-09-14T14:21:45.000Z""","""netbookeater""",N/A,"""IPhone Rubbish"""
N/A,"""2018-09-14T14:21:20.000Z""","""Ian Summer""",N/A,"""I don\u2019t get it, why Apple spent their money on making a new lcd that can go edge to edge instead of investing it on oled displays? Samsung oled monopoly maybe?"""
N/A,"""2018-09-14T14:21:13.000Z""","""thered_hood""",N/A,"""\""rip to the home button\"" lmao"""
N/A,"""2018-09-14T14:20:40.000Z""","""KHoon Sleggy""",N/A,"""I actually like the Yellow the most.. I'll buy bcoz of the color.. My S8 Plus will have a friend.. \ud83d\ude00\ud83d\ude01"""
N/A,"""2018-09-14T14:20:27.000Z""","""Jagger""",N/A,"""Still rocking and loving my iPhone 8 \ud83d\udc4c that Xr... I like my home button man I don\u2019t know lol"""
N/A,"""2018-09-14T14:18:37.000Z""","""Elyon Lester""",N/A,"""You can\u2019t even get the phone open simfree... so it\u2019s pointless"""
N/A,"""2018-09-14T14:17:02.000Z""","""RisheekRao Billakanti""",N/A,"""I've subscribed by watching this video your take on hands on is more personal than other YouTubers I loved this hand's on . It really makes sense of you covering up all the colours"""
N/A,"""2018-09-14T14:16:45.000Z""","""Pankaj singh""",N/A,"""My android has 720p screen and it can play 1080p video easily using mx player"""
N/A,"""2018-09-14T14:15:58.000Z""","""Justin Burgan""",N/A,"""But what about that Red Hydrogen One?"""
N/A,"""2018-09-14T14:13:27.000Z""","""HFR83""",N/A,"""That red phone is super dope"""
N/A,"""2018-09-14T14:10:45.000Z""","""darshan soni""",N/A,"""\""R\"" stands for Rotten!\ud83d\ude05\ud83d\ude02"""
N/A,"""2018-09-14T14:10:10.000Z""","""Extremely Original Content""",N/A,"""So, it is just downgraded?"""
N/A,"""2018-09-14T14:10:00.000Z""","""MAD MANN""",N/A,"""$750 bucks for the \""budget\"" iphone... imo there are so many better options at that price point and BELOW.  While you may not get the most optimized fluid Apple software experience  you can at least watch videos in 1080p and pay your rent."""
N/A,"""2018-09-14T14:08:41.000Z""","""ChrisTheAppleOne""",N/A,"""Well my iPhone 7 Plus has dual cameras which I use SOOOO often for that bit of zoom... I\u2019d consider this a downgrade.. guess the Xs is more for me"""
N/A,"""2018-09-14T14:07:42.000Z""","""darshan soni""",N/A,"""Fuck Apple for not giving 1080HD in a $750 phone."""
N/A,"""2018-09-14T14:07:32.000Z""","""Eric Willoughby""",N/A,"""IPhone X Reduced"""
N/A,"""2018-09-14T14:06:30.000Z""","""bala""",N/A,"""Intro music is dope man <3 Loved it"""
N/A,"""2018-09-14T14:06:04.000Z""","""ABRAHAM GONZALEZ MEDINA""",N/A,"""The \""R\"" stands for \""Retarded\"".  Mystery solved."""
N/A,"""2018-09-14T14:04:29.000Z""","""Zul Haiqal Norazman""",N/A,"""I think the \u201cR\u201d means regular"""
N/A,"""2018-09-14T14:02:59.000Z""","""Jeff Leblanc""",N/A,"""Who cares about the Color I want a new iPhone that is as good as a x that don\u2019t cost a price of a car I\u2019m pissed at Apple they are not taking care of ther Canadian customers to much money"""
N/A,"""2018-09-14T14:01:59.000Z""","""Sachin mae""",N/A,"""I heard that some people are so happy as humanity has reached to the dual sim technology finally."""
N/A,"""2018-09-14T14:01:13.000Z""","""Kyotosomo""",N/A,"""Android"""
N/A,"""2018-09-14T13:59:16.000Z""","""Blue Sunset""",N/A,"""I don\u00b4t believe. This is real or I\u00b4m having a nightmare?"""
N/A,"""2018-09-14T13:58:01.000Z""","""ACryllic17""",N/A,"""The \""R\"" in XR is linked with the alphabet because \""R\"" comes first before \""S\"" such as in XS. Basically, you need to pay more to get to S"""
N/A,"""2018-09-14T13:57:33.000Z""","""Blue Sunset""",N/A,"""720p for $750????? Are you kidding Apple??? This is a big deception!!!"""
N/A,"""2018-09-14T13:56:55.000Z""","""BottleNinja""",N/A,"""iPhone Xr is just iPhone 6 with better specs and no home button."""
N/A,"""2018-09-14T13:53:18.000Z""","""ThricetheFun""",N/A,"""all the high school kids in the country will have this."""
N/A,"""2018-09-14T13:53:03.000Z""","""Kayla Herrera""",N/A,"""iPhone XR u a peasent?"""
N/A,"""2018-09-14T13:52:27.000Z""","""DaliaBanana96 !""",N/A,"""Anyone else agrees that the IPhone XR should\u2019ve been the missing IPhone 9 because the X came before the XR and the cameras are different so the order the phones really should\u2019ve come out were\nXR.    X.     Xs.      Xs Max"""
N/A,"""2018-09-14T13:50:19.000Z""","""Ghassan Ahwach""",N/A,"""Most useless phones I've ever seen\ud83d\udd95"""
N/A,"""2018-09-14T13:48:06.000Z""","""Himanshu Gautam""",N/A,"""I will literally slap those people in metros if they flaunted this fuckin phone ."""
N/A,"""2018-09-14T13:46:50.000Z""","""STUPID.""",N/A,"""If you are done with these expensive phones and want to see whats the mid range category has been upto then please subscribe to my channel . With enough support ill be rolling like a bowling ball ."""
N/A,"""2018-09-14T13:46:46.000Z""","""Aaron Stone""",N/A,"""spoiler alert \u26a0 the only change is A12 bionic which they'll soon slow down after iOS update...1\u20e3\u2795 for life.. \n\n\n\n\n\n\nI'm waiting for the day when tim cook is gonna howl \"" ladies and gentlemen, that was a prank, look at the camera @ 9 o' clock  smile and wave...iMorons!\"""""
N/A,"""2018-09-14T13:45:43.000Z""","""LifestyleChange Solar""",N/A,"""\u270c\ufe0f"""
N/A,"""2018-09-14T13:43:03.000Z""","""Naveen Dennis Barnabas""",N/A,"""Looked more like an ad for Apple XR than an impression video :/ This is a \""Dear Apple\"" moment! :P"""
N/A,"""2018-09-14T13:42:12.000Z""","""Michael Bing""",N/A,"""R stands for Rip-off"""
N/A,"""2018-09-14T13:41:14.000Z""","""Ethienne Amaral""",N/A,"""So is an iphone 8 with that iphone X\u00a0screen!! \u2026 hum nice"""
N/A,"""2018-09-14T13:40:19.000Z""","""Lautaro Quiroga""",N/A,"""Did he just say... 4head!? Kappa"""
N/A,"""2018-09-14T13:38:42.000Z""","""Time Traveling Old Man""",N/A,"""750 dollars for a 720p screen? lmao"""
N/A,"""2018-09-14T13:38:42.000Z""","""Emkay Kang""",N/A,"""iPhone 10R is for iPhone 10 Regular"""
N/A,"""2018-09-14T13:38:01.000Z""","""valen tino""",N/A,"""Samsung: pay me for its features\nApple: pay for my name"""
N/A,"""2018-09-14T13:36:39.000Z""","""n0ypi1""",N/A,"""it depends on the peeps what color he wants/likes  just because you dont like the color,  it gets a low rating??? i mean those colors are nice, one thing for sure apple phones are price exaggerated ;-)"""
N/A,"""2018-09-14T13:34:12.000Z""","""Hassan Baig""",N/A,"""Not gonna sell my kidney for a 720p phone"""
N/A,"""2018-09-14T13:33:15.000Z""","""Lucas Mitchell""",N/A,"""My phone is almost 3 years old and it has a better display than that..."""
N/A,"""2018-09-14T13:31:50.000Z""","""AllenonStage""",N/A,"""iPhone needs haircut."""
N/A,"""2018-09-14T13:30:01.000Z""","""Nifty Noldog""",N/A,"""Ask anyone 5 new things the new iPhone adds they will be stuck on upgraded camera you\u2019ll never use and new color that will be blocked by a case"""
N/A,"""2018-09-14T13:24:26.000Z""","""Jayanth Vikram""",N/A,"""I won't pay a lot for a LCD screen. I might as well stick with my op6"""
N/A,"""2018-09-14T13:24:01.000Z""","""Edward H""",N/A,"""What about the fact that they said iPhone is the first phone that can modify the depth of field aka bokeh but my note 8 does it since it was launched..."""
N/A,"""2018-09-14T13:23:17.000Z""","""DeAd""",N/A,"""let me get this right, im paying over $750 and im not even getting a 1080p display??!?"""
N/A,"""2018-09-14T13:20:16.000Z""","""Mykiea Mcafee""",N/A,"""No he\u2019ll no, I don\u2019t think people will actually buy these new phones , I think apple is in for a rude awakening"""
N/A,"""2018-09-14T13:19:10.000Z""","""Jose Muga""",N/A,"""This was a color review!"""
N/A,"""2018-09-14T13:17:29.000Z""","""\u0411 \u041d""",N/A,"""The R is probably the letter before S, in analogy of T on OnePlus phones, so they're kinda trying to show that it's \""worse\"" than the S."""
N/A,"""2018-09-14T13:17:24.000Z""","""steve fitch""",N/A,"""XR=xactly not what you want..CMON apple.Also if you open with hey we got all the cool colors though but its alot of the same? Neat glad i parted ways with apple products."""
N/A,"""2018-09-14T13:16:08.000Z""","""evion223""",N/A,"""64g? Hmm...I'm thinking I'll wait , I'm interested but not sold on the price"""
N/A,"""2018-09-14T13:16:01.000Z""","""pymrhap893""",N/A,"""The bezel is so ugly"""
N/A,"""2018-09-14T13:15:48.000Z""","""Jack Curtis""",N/A,"""Thick bezels, a notch, and a 720p display.\nThis is so stupid."""
N/A,"""2018-09-14T13:15:36.000Z""","""Setton_san_02""",N/A,"""3:52 well someone\u2019s hungry"""
N/A,"""2018-09-14T13:12:34.000Z""","""Tokyo Boy""",N/A,"""The R means reduced"""
N/A,"""2018-09-14T13:11:35.000Z""","""Tokyo Boy""",N/A,"""Samsung makes iPhone 's screen so no Samsung make pretty good LCD screens"""
N/A,"""2018-09-14T13:11:21.000Z""","""christoffer""",N/A,"""I expected 1080p"""
N/A,"""2018-09-14T13:10:59.000Z""","""Jason Jackson""",N/A,"""I stay with my Samsung Galaxy S7 , who always needs a New Smartphone !"""
N/A,"""2018-09-14T13:10:44.000Z""","""Filip Bastien""",N/A,"""They should make them customizable for the colors... i prefer the iphone xr design except the screen"""
N/A,"""2018-09-14T13:09:16.000Z""","""Jo2Saucy""",N/A,"""R means reach"""
N/A,"""2018-09-14T13:07:26.000Z""","""Shalin Dragon""",N/A,"""Ummm salmon .. delicious edible new iPhone XR"""
N/A,"""2018-09-14T13:06:36.000Z""","""Dd Lee""",N/A,"""Apple, thanks again for helping me saving money again this years."""
N/A,"""2018-09-14T13:06:08.000Z""","""Rahul Badhe""",N/A,"""Iphone XR is looks like a dummy of iphone xs."""
N/A,"""2018-09-14T13:02:10.000Z""","""Hossein Hashemi""",N/A,"""Samsung is laughing at iphone right now HAHAHAHAAHA"""
N/A,"""2018-09-14T13:00:45.000Z""","""fredofoto""",N/A,"""iPhone XR = Robbery edition... 720p resolution. What phone can you think of that has 720p resolution that costs more than $350."""
N/A,"""2018-09-14T12:59:35.000Z""","""Elon Musk""",N/A,"""Thank you Apple now I can officially afford an iPhone 7 plus 32gb space Grey colour .\ud83e\udd17\ud83e\udd17"""
N/A,"""2018-09-14T12:59:22.000Z""","""fortnite savage""",N/A,"""Imagine seeing him in the apple store cutting the phones and burning the screen"""
N/A,"""2018-09-14T12:53:29.000Z""","""Simonjeet Singh""",N/A,"""The same"""
N/A,"""2018-09-14T12:52:44.000Z""","""Yazan Hamdan""",N/A,"""the R means retarded"""
N/A,"""2018-09-14T12:50:38.000Z""","""Rahul Rajeev""",N/A,"""So basically it's just Xpensive and Ridiculous"""
N/A,"""2018-09-14T12:49:59.000Z""","""Green Beast13""",N/A,"""Haha whatching this on my s8 plus with 1440p display and enjoying my coffe."""
N/A,"""2018-09-14T12:49:40.000Z""","""Carlos Cr2003""",N/A,"""I am sad that this phone is almost the same thing just color nothing too much impressive"""
N/A,"""2018-09-14T12:49:08.000Z""","""STORCK""",N/A,"""Right now i have the 8. And i'll keep it as long as i can. \n\nIf Apple doesn't have TouchID on the glass in the next years, then i'm kinda done with iPhones. \n\nFaceID does work, but it's retarded and i don't like the way you have to use it. BIG FUCKING NO!"""
N/A,"""2018-09-14T12:45:09.000Z""","""Kajoro Bitterthorn""",N/A,"""720p screen in 2018, disgusting."""
